DATE,TempsC
1,-20.68096164399264
2,-16.551804731314785
3,-6.0541126272615955
4,7.03801832172552
5,18.47587749227437
6,27.67818027952095
7,29.074041018037704
8,21.54518793894443
9,11.229022148419473
10,-0.22547351756149592
11,-10.84942151437265
12,
