DATE,TempsC
1,-5.35091623636517
2,-5.941307033370286
3,-2.4403639690119543
4,3.4237846248292048
5,10.17993751364471
6,14.667857779012722
7,17.2805194608075
8,15.603642351119516
9,10.59615316563122
10,5.487785375932701
11,0.6457822428071678
12,-3.211359345060482
